time, Quad.Est.E.Pos, Quad.Est.S.Z
4.639846,0.087665,0.311615
4.644846,0.086834,0.311795
4.649846,0.086262,0.311915
4.654845,0.085380,0.312097
4.659845,0.084740,0.312218
4.664845,0.083838,0.312401
4.669844,0.083170,0.312524
4.674844,0.082255,0.312708
4.679843,0.081687,0.312832
4.684843,0.080745,0.313018
4.689843,0.080156,0.313143
4.694842,0.079211,0.313331
4.699842,0.078687,0.313457
4.704842,0.104433,0.310759
4.709841,0.104117,0.310875
4.714841,0.103747,0.311050
4.719841,0.103549,0.311167
4.724840,0.103269,0.311343
4.729840,0.103126,0.311461
4.734839,0.102913,0.311639
4.739839,0.102769,0.311759
4.744839,0.102543,0.311938
4.749838,0.102403,0.312059
4.754838,0.102188,0.312240
4.759838,0.102034,0.312361
4.764837,0.101841,0.312544
4.769837,0.101703,0.312667
4.774837,0.101536,0.312851
4.779836,0.101449,0.312975
4.784836,0.101311,0.313161
4.789835,0.101257,0.313286
4.794835,0.101199,0.313474
4.799835,0.101234,0.313600
4.804834,0.124141,0.310900
4.809834,0.124114,0.311016
4.814834,0.124083,0.311191
4.819833,0.124086,0.311308
4.824833,0.124083,0.311484
4.829833,0.124069,0.311602
4.834832,0.124063,0.311780
4.839832,0.124078,0.311899
4.844831,0.124092,0.312079
4.849831,0.124088,0.312199
4.854831,0.124058,0.312380
4.859830,0.124046,0.312501
4.864830,0.124011,0.312684
4.869830,0.123964,0.312807
4.874829,0.123919,0.312991
4.879829,0.123875,0.313115
4.884829,0.123843,0.313301
4.889828,0.123799,0.313426
4.894828,0.123736,0.313614
4.899827,0.123682,0.313739
4.904827,0.104250,0.311038
4.909827,0.104121,0.311154
4.914826,0.103982,0.311328
4.919826,0.103936,0.311445
4.924826,0.103705,0.311621
4.929825,0.103539,0.311739
4.934825,0.103316,0.311917
4.939825,0.103164,0.312036
4.944824,0.102936,0.312216
4.949824,0.102786,0.312336
4.954823,0.102555,0.312517
4.959823,0.102413,0.312638
4.964823,0.102206,0.312821
4.969822,0.102073,0.312943
4.974822,0.101843,0.313128
4.979822,0.101795,0.313251
4.984821,0.101617,0.313437
4.989821,0.101435,0.313562
4.994821,0.101247,0.313750
4.999820,0.101018,0.313876
5.004820,0.121218,0.311173
5.009820,0.121194,0.311288
5.014819,0.121020,0.311463
5.019819,0.120927,0.311580
5.024818,0.120779,0.311756
5.029818,0.120672,0.311874
5.034818,0.120564,0.312052
5.039817,0.120507,0.312171
5.044817,0.120403,0.312350
5.049817,0.120321,0.312470
5.054816,0.120205,0.312651
5.059816,0.120186,0.312772
5.064816,0.120157,0.312955
5.069815,0.120146,0.313077
5.074815,0.120119,0.313262
5.079814,0.120079,0.313385
5.084814,0.120083,0.313571
5.089814,0.120046,0.313696
5.094813,0.120040,0.313883
5.099813,0.120011,0.314009
5.104813,0.186166,0.311305
5.109812,0.186274,0.311420
5.114812,0.186467,0.311595
5.119812,0.186578,0.311712
5.124811,0.186772,0.311888
5.129811,0.186879,0.312005
5.134810,0.187062,0.312183
5.139810,0.187175,0.312302
5.144810,0.187349,0.312481
5.149809,0.187466,0.312601
5.154809,0.187649,0.312782
5.159809,0.187789,0.312903
5.164808,0.187991,0.313086
5.169808,0.188121,0.313208
5.174808,0.188318,0.313392
5.179807,0.188452,0.313516
5.184807,0.188679,0.313702
5.189806,0.188830,0.313826
5.194806,0.189073,0.314014
5.199806,0.189250,0.314139
5.204805,0.196007,0.311433
5.209805,0.196242,0.311549
5.214805,0.196602,0.311723
5.219804,0.196856,0.311840
5.224804,0.197239,0.312016
5.229804,0.197517,0.312134
5.234803,0.197951,0.312312
5.239803,0.198266,0.312430
5.244802,0.198731,0.312610
5.249802,0.199045,0.312730
5.254802,0.199539,0.312910
5.259801,0.199892,0.313031
5.264801,0.200447,0.313214
5.269801,0.200852,0.313336
5.274800,0.201497,0.313520
5.279800,0.201943,0.313643
5.284800,0.202629,0.313829
5.289799,0.203098,0.313954
5.294799,0.203806,0.314141
5.299798,0.204268,0.314267
5.304798,0.161227,0.311559
5.309798,0.161583,0.311675
5.314797,0.162126,0.311849
5.319797,0.162496,0.311966
5.324797,0.163091,0.312142
5.329796,0.163501,0.312260
5.334796,0.164106,0.312437
5.339796,0.164527,0.312556
5.344795,0.165175,0.312735
5.349795,0.165631,0.312855
5.354795,0.166311,0.313036
5.359794,0.166777,0.313157
5.364794,0.167466,0.313339
5.369793,0.167903,0.313461
5.374793,0.168586,0.313645
5.379793,0.169062,0.313768
5.384792,0.169728,0.313954
5.389792,0.170139,0.314078
5.394792,0.170766,0.314266
5.399791,0.171217,0.314391
5.404791,0.174155,0.311683
5.409791,0.174627,0.311798
5.414790,0.175338,0.311972
5.419790,0.175813,0.312089
5.424789,0.176522,0.312265
5.429789,0.177008,0.312383
5.434789,0.177724,0.312560
5.439788,0.178212,0.312679
5.444788,0.178960,0.312858
5.449788,0.179475,0.312978
5.454787,0.180234,0.313158
5.459787,0.180727,0.313279
5.464787,0.181532,0.313462
5.469786,0.182063,0.313584
5.474786,0.182847,0.313768
5.479785,0.183353,0.313891
5.484785,0.184135,0.314076
5.489785,0.184658,0.314201
5.494784,0.185435,0.314388
5.499784,0.185931,0.314513
5.504784,0.198303,0.311803
5.509783,0.198705,0.311919
5.514783,0.199369,0.312093
5.519783,0.199816,0.312210
5.524782,0.200461,0.312385
5.529782,0.200886,0.312503
5.534781,0.201493,0.312680
5.539781,0.201896,0.312799
5.544781,0.202508,0.312978
5.549780,0.202919,0.313098
5.554780,0.203591,0.313278
5.559780,0.204053,0.313399
5.564779,0.204754,0.313581
5.569779,0.205230,0.313703
5.574779,0.205920,0.313887
5.579778,0.206373,0.314010
5.584778,0.207035,0.314196
5.589777,0.207467,0.314320
5.594777,0.208148,0.314507
5.599777,0.208601,0.314633
5.604776,0.292640,0.311921
5.609776,0.293233,0.312037
5.614776,0.294158,0.312211
5.619775,0.294776,0.312327
5.624775,0.295707,0.312503
5.629775,0.296312,0.312620
5.634774,0.297239,0.312798
5.639774,0.297855,0.312916
5.644773,0.298793,0.313095
5.649773,0.299425,0.313215
5.654773,0.300389,0.313395
5.659772,0.301028,0.313516
5.664772,0.301978,0.313698
5.669772,0.302598,0.313820
5.674771,0.303549,0.314004
5.679771,0.304148,0.314127
5.684771,0.305041,0.314312
5.689770,0.305609,0.314437
5.694770,0.306432,0.314624
5.699769,0.306972,0.314749
5.704769,0.295155,0.312036
5.709769,0.295620,0.312152
5.714768,0.296366,0.312326
5.719768,0.296849,0.312442
5.724768,0.297597,0.312618
5.729767,0.298079,0.312735
5.734767,0.298773,0.312912
5.739767,0.299226,0.313031
5.744766,0.299890,0.313210
5.749766,0.300351,0.313329
5.754766,0.301036,0.313510
5.759765,0.301496,0.313631
5.764765,0.302186,0.313813
5.769764,0.302665,0.313935
5.774764,0.303397,0.314118
5.779764,0.303889,0.314241
5.784763,0.304627,0.314427
5.789763,0.305115,0.314551
5.794763,0.305874,0.314738
5.799762,0.306397,0.314863
5.804762,0.296324,0.312149
5.809762,0.296799,0.312264
5.814761,0.297485,0.312438
5.819761,0.297942,0.312555
5.824760,0.298653,0.312730
5.829760,0.299128,0.312848
5.834760,0.299840,0.313025
5.839759,0.300317,0.313143
5.844759,0.300983,0.313322
5.849759,0.301408,0.313442
5.854758,0.302032,0.313622
5.859758,0.302424,0.313743
5.864758,0.303079,0.313925
5.869757,0.303521,0.314046
5.874757,0.304149,0.314230
5.879756,0.304586,0.314353
5.884756,0.305263,0.314538
5.889756,0.305688,0.314662
5.894755,0.306304,0.314849
5.899755,0.306688,0.314974
5.904755,0.251997,0.312259
5.909754,0.252276,0.312375
5.914754,0.252711,0.312548
5.919754,0.253026,0.312665
5.924753,0.253503,0.312840
5.929753,0.253841,0.312958
5.934752,0.254308,0.313135
5.939752,0.254624,0.313253
5.944752,0.255102,0.313432
5.949751,0.255410,0.313551
5.954751,0.255863,0.313731
5.959751,0.256124,0.313852
5.964750,0.256542,0.314034
5.969750,0.256844,0.314156
5.974750,0.257261,0.314339
5.979749,0.257522,0.314462
5.984749,0.257939,0.314647
5.989748,0.258239,0.314771
5.994748,0.258652,0.314958
5.999748,0.258952,0.315084
6.004747,0.216958,0.312367
6.009747,0.217174,0.312482
6.014747,0.217508,0.312656
6.019746,0.217847,0.312772
6.024746,0.218233,0.312948
6.029746,0.218427,0.313065
6.034745,0.218884,0.313242
6.039745,0.219188,0.313360
6.044744,0.219659,0.313539
6.049744,0.219971,0.313658
6.054744,0.220476,0.313839
6.059743,0.220818,0.313959
6.064743,0.221356,0.314141
6.069743,0.221711,0.314263
6.074742,0.222203,0.314446
6.079742,0.222443,0.314569
6.084742,0.222923,0.314754
6.089741,0.223160,0.314878
6.094741,0.223621,0.315065
6.099741,0.224082,0.315190
6.104740,0.185155,0.312472
6.109740,0.185407,0.312588
6.114739,0.185646,0.312761
6.119739,0.185828,0.312878
6.124739,0.186019,0.313053
6.129738,0.186158,0.313170
6.134738,0.186378,0.313347
6.139738,0.186500,0.313465
6.144737,0.186691,0.313644
6.149737,0.186823,0.313763
6.154737,0.187022,0.313943
6.159736,0.187225,0.314064
6.164736,0.187485,0.314246
6.169735,0.187750,0.314367
6.174735,0.188029,0.314551
6.179735,0.188208,0.314673
6.184734,0.188472,0.314858
6.189734,0.188659,0.314982
6.194734,0.188955,0.315169
6.199733,0.189181,0.315294
6.204733,0.213964,0.312575
6.209733,0.214281,0.312691
6.214732,0.214590,0.312864
6.219732,0.214786,0.312980
6.224731,0.215073,0.313155
6.229731,0.215301,0.313273
6.234731,0.215602,0.313450
6.239730,0.215801,0.313568
6.244730,0.216099,0.313746
6.249730,0.216271,0.313866
6.254729,0.216510,0.314046
6.259729,0.216654,0.314166
6.264729,0.216878,0.314348
6.269728,0.217035,0.314470
6.274728,0.217264,0.314653
6.279727,0.217402,0.314776
6.284727,0.217580,0.314961
6.289727,0.217695,0.315084
6.294726,0.217817,0.315271
6.299726,0.217885,0.315396
6.304726,0.208896,0.312676
6.309725,0.209001,0.312791
6.314725,0.209078,0.312965
6.319725,0.209140,0.313081
6.324724,0.209192,0.313256
6.329724,0.209238,0.313373
6.334723,0.209288,0.313550
6.339723,0.209328,0.313668
6.344723,0.209319,0.313847
6.349722,0.209324,0.313966
6.354722,0.209306,0.314146
6.359722,0.209312,0.314266
6.364721,0.209315,0.314448
6.369721,0.209308,0.314570
6.374721,0.209321,0.314753
6.379720,0.209305,0.314875
6.384720,0.209320,0.315060
6.389719,0.209413,0.315184
6.394719,0.209406,0.315371
6.399719,0.209453,0.315496
6.404718,0.206552,0.312775
6.409718,0.206576,0.312890
6.414718,0.206586,0.313063
6.419717,0.206517,0.313179
6.424717,0.206569,0.313354
6.429717,0.206646,0.313472
6.434716,0.206697,0.313648
6.439716,0.206732,0.313767
6.444715,0.206749,0.313945
6.449715,0.206748,0.314064
6.454715,0.206753,0.314244
6.459714,0.206740,0.314364
6.464714,0.206757,0.314546
6.469714,0.206770,0.314667
6.474713,0.206789,0.314851
6.479713,0.206819,0.314973
6.484713,0.206789,0.315158
6.489712,0.206805,0.315282
6.494712,0.206737,0.315468
6.499712,0.206816,0.315593
6.504711,0.182597,0.312871
6.509711,0.182642,0.312986
6.514710,0.182703,0.313159
6.519710,0.182784,0.313276
6.524710,0.182839,0.313451
6.529709,0.182922,0.313568
6.534709,0.182921,0.313744
6.539709,0.182902,0.313862
6.544708,0.182887,0.314041
6.549708,0.182899,0.314160
6.554708,0.182903,0.314340
6.559707,0.182908,0.314460
6.564707,0.182877,0.314642
6.569706,0.182859,0.314763
6.574706,0.182814,0.314946
6.579706,0.182784,0.315069
6.584705,0.182711,0.315253
6.589705,0.182662,0.315377
6.594705,0.182577,0.315564
6.599704,0.182413,0.315689
6.604704,0.173458,0.312965
6.609704,0.173342,0.313080
6.614703,0.173382,0.313254
6.619703,0.173444,0.313370
6.624702,0.173479,0.313545
6.629702,0.173536,0.313662
6.634702,0.173552,0.313838
6.639701,0.173568,0.313956
6.644701,0.173545,0.314134
6.649701,0.173520,0.314254
6.654700,0.173470,0.314433
6.659700,0.173455,0.314554
6.664700,0.173421,0.314735
6.669699,0.173372,0.314856
6.674699,0.173334,0.315040
6.679698,0.173453,0.315162
6.684698,0.173451,0.315347
6.689698,0.173565,0.315470
6.694697,0.173578,0.315657
6.699697,0.173764,0.315782
6.704697,0.208118,0.313057
6.709696,0.208131,0.313172
6.714696,0.208141,0.313346
6.719696,0.208174,0.313462
6.724695,0.208219,0.313636
6.729695,0.208235,0.313753
6.734694,0.208251,0.313930
6.739694,0.208256,0.314048
6.744694,0.208249,0.314226
