time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
2.485002,-0.104484,-0.005391,-0.061744,-0.036654
2.490002,-0.104769,-0.005826,-0.053927,-0.036685
2.495002,-0.105015,-0.006034,-0.046124,-0.029615
2.500001,-0.105222,-0.006076,-0.038246,-0.023942
2.505001,-0.105390,-0.011287,-0.030359,-0.001904
2.510000,-0.105518,-0.010895,-0.022428,-0.002829
2.515000,-0.105607,-0.010894,-0.014832,0.006924
2.520000,-0.105660,-0.011053,-0.007787,0.018375
2.524999,-0.105679,-0.010925,-0.001235,0.026322
2.529999,-0.105667,-0.010613,0.004852,0.020510
2.534999,-0.105625,-0.010467,0.010551,0.029164
2.539998,-0.105556,-0.010383,0.015944,0.043688
2.544998,-0.105461,-0.010108,0.021002,0.050751
2.549998,-0.105342,-0.009927,0.025754,0.049695
2.554997,-0.105199,-0.009613,0.030160,0.056651
2.559997,-0.105036,-0.009411,0.034256,0.058395
2.564996,-0.104853,-0.009044,0.038039,0.064937
2.569996,-0.104653,-0.008972,0.041482,0.059757
2.574996,-0.104436,-0.008604,0.044613,0.063244
2.579995,-0.104204,-0.007767,0.047384,0.088540
2.584995,-0.103960,-0.007234,0.049765,0.091272
2.589995,-0.103705,-0.006937,0.051697,0.091029
2.594994,-0.103442,-0.006384,0.053201,0.095533
2.599994,-0.103173,-0.006186,0.054259,0.091926
2.604994,-0.102899,-0.004726,0.054876,0.113389
2.609993,-0.102625,-0.004401,0.055014,0.117902
2.614993,-0.102350,-0.003694,0.054650,0.118849
2.619992,-0.102080,-0.003135,0.053768,0.116495
2.624992,-0.101815,-0.002437,0.052354,0.114573
2.629992,-0.101559,-0.002113,0.050394,0.123165
2.634991,-0.101314,-0.001385,0.047924,0.119225
2.639991,-0.101083,-0.000946,0.044977,0.126320
2.644991,-0.100868,-0.000183,0.041589,0.125031
2.649990,-0.100671,0.000155,0.037761,0.093583
2.654990,-0.100495,0.000711,0.033573,0.089181
2.659990,-0.100341,0.001376,0.028990,0.107326
2.664989,-0.100210,0.002010,0.024093,0.103462
2.669989,-0.100105,0.002119,0.018957,0.085647
2.674989,-0.100026,0.002628,0.013619,0.082219
2.679988,-0.099975,0.002971,0.008119,0.077588
2.684988,-0.099951,0.003432,0.002516,0.073235
2.689987,-0.099955,0.003643,-0.003125,0.066176
2.694987,-0.099988,0.004033,-0.008843,0.060221
2.699987,-0.100049,0.003736,-0.014582,0.042373
2.704986,-0.100140,-0.004036,-0.020396,0.044656
2.709986,-0.100259,-0.003775,-0.026299,0.039447
2.714986,-0.100409,-0.003554,-0.032291,0.031261
2.719985,-0.100588,-0.003413,-0.038263,0.025505
2.724985,-0.100797,-0.003268,-0.044116,0.019849
2.729985,-0.101035,-0.003291,-0.049813,0.020393
2.734984,-0.101301,-0.003179,-0.055292,0.014676
2.739984,-0.101593,-0.003123,-0.060473,0.011721
2.744983,-0.101910,-0.003063,-0.065313,0.005618
2.749983,-0.102250,-0.003071,-0.069834,-0.007335
2.754983,-0.102612,-0.003136,-0.074044,-0.015988
2.759982,-0.102994,-0.003218,-0.077900,-0.020429
2.764982,-0.103394,-0.003346,-0.081334,-0.023731
2.769982,-0.103810,-0.003582,-0.084365,-0.029615
2.774981,-0.104239,-0.003767,-0.086937,-0.033489
2.779981,-0.104681,-0.003766,-0.089086,-0.028139
2.784981,-0.105131,-0.003940,-0.090785,-0.030423
2.789980,-0.105589,-0.003548,-0.092045,-0.016866
2.794980,-0.106052,-0.003654,-0.092881,-0.017039
2.799979,-0.106518,-0.003897,-0.093309,-0.020629
2.804979,-0.106985,-0.011114,-0.093355,-0.069779
2.809979,-0.107451,-0.011136,-0.093070,-0.075388
2.814978,-0.107915,-0.011591,-0.092488,-0.075339
2.819978,-0.108375,-0.012108,-0.091619,-0.063590
2.824978,-0.108829,-0.012492,-0.090453,-0.060402
2.829977,-0.109277,-0.012683,-0.088989,-0.062796
2.834977,-0.109717,-0.013059,-0.087219,-0.062101
2.839977,-0.110147,-0.013289,-0.085109,-0.067964
2.844976,-0.110565,-0.013687,-0.082678,-0.061472
2.849976,-0.110971,-0.013884,-0.079886,-0.050554
2.854975,-0.111361,-0.014175,-0.076671,-0.044676
2.859975,-0.111733,-0.014309,-0.073086,-0.037420
2.864975,-0.112087,-0.014516,-0.069116,-0.029534
2.869974,-0.112420,-0.014612,-0.064777,-0.025379
2.874974,-0.112730,-0.014755,-0.060194,-0.021363
2.879974,-0.113016,-0.014822,-0.055379,-0.016713
2.884973,-0.113278,-0.014912,-0.050322,-0.011671
2.889973,-0.113514,-0.014733,-0.045106,0.001652
2.894973,-0.113724,-0.014708,-0.039815,0.009340
2.899972,-0.113907,-0.014665,-0.034498,0.013388
2.904972,-0.114063,-0.040299,-0.028985,-0.059104
2.909971,-0.114191,-0.040323,-0.023236,-0.061029
2.914971,-0.114289,-0.040668,-0.017348,-0.053230
2.919971,-0.114358,-0.041005,-0.011390,-0.043127
2.924970,-0.114397,-0.041260,-0.005367,-0.039804
2.929970,-0.114406,-0.041533,0.000775,-0.026808
2.934970,-0.114383,-0.041680,0.007067,-0.018173
2.939969,-0.114328,-0.041779,0.013556,-0.009650
2.944969,-0.114241,-0.041820,0.020170,0.000079
2.949969,-0.114119,-0.041729,0.027017,0.020298
2.954968,-0.113963,-0.041595,0.034013,0.027148
2.959968,-0.113772,-0.041494,0.041087,0.032108
2.964967,-0.113545,-0.041289,0.048381,0.042409
2.969967,-0.113281,-0.041138,0.055781,0.043906
2.974967,-0.112980,-0.040853,0.063259,0.053081
2.979966,-0.112641,-0.040628,0.070808,0.059769
2.984966,-0.112264,-0.040263,0.078318,0.066188
2.989966,-0.111850,-0.040131,0.085805,0.066443
2.994965,-0.111399,-0.039712,0.093187,0.076574
2.999965,-0.110911,-0.039102,0.100380,0.091329
3.004965,-0.110387,-0.030557,0.107956,0.050229
3.009964,-0.109823,-0.030381,0.115785,0.056969
3.014964,-0.109221,-0.030016,0.123731,0.067936
3.019964,-0.108579,-0.030092,0.131415,0.086581
3.024963,-0.107899,-0.029552,0.138816,0.098927
3.029963,-0.107184,-0.028908,0.145873,0.092185
3.034962,-0.106435,-0.028339,0.152526,0.100468
3.039962,-0.105653,-0.027971,0.158678,0.110191
3.044962,-0.104843,-0.027293,0.164324,0.119079
3.049961,-0.104006,-0.026809,0.169407,0.125043
3.054961,-0.103145,-0.026044,0.173934,0.131306
3.059961,-0.102263,-0.025620,0.177946,0.130241
3.064960,-0.101363,-0.024829,0.181412,0.135552
3.069960,-0.100446,-0.024180,0.184372,0.140888
3.074960,-0.099517,-0.023334,0.186812,0.142716
3.079959,-0.098577,-0.022688,0.188783,0.147554
3.084959,-0.097628,-0.021801,0.190260,0.147285
3.089958,-0.096674,-0.020956,0.191262,0.155913
3.094958,-0.095716,-0.020017,0.191802,0.156916
3.099958,-0.094756,-0.019514,0.191872,0.155280
3.104957,-0.093798,-0.019053,0.191463,0.177810
3.109957,-0.092843,-0.018184,0.190560,0.171395
3.114957,-0.091894,-0.017169,0.189176,0.165721
3.119956,-0.090954,-0.016387,0.187336,0.157213
3.124956,-0.090024,-0.015448,0.185061,0.155719
3.129956,-0.089106,-0.014829,0.182359,0.153233
3.134955,-0.088204,-0.013917,0.179209,0.149587
3.139955,-0.087318,-0.013329,0.175644,0.147855
3.144954,-0.086452,-0.012459,0.171675,0.139437
3.149954,-0.085606,-0.011904,0.167333,0.132716
3.154954,-0.084784,-0.011119,0.162591,0.127178
3.159953,-0.083986,-0.010650,0.157553,0.124023
3.164953,-0.083214,-0.009922,0.152209,0.115495
3.169953,-0.082470,-0.009518,0.146621,0.108730
3.174952,-0.081754,-0.008890,0.140831,0.098620
3.179952,-0.081067,-0.008476,0.134936,0.092966
3.184952,-0.080411,-0.007942,0.128974,0.080143
3.189951,-0.079784,-0.007537,0.122981,0.077540
3.194951,-0.079187,-0.007086,0.116969,0.069939
3.199950,-0.078620,-0.006821,0.110957,0.060484
3.204950,-0.078083,-0.018870,0.105016,0.052884
3.209950,-0.077575,-0.018785,0.099274,0.048198
3.214949,-0.077095,-0.018507,0.093858,0.042019
3.219949,-0.076642,-0.018468,0.088735,0.042656
3.224949,-0.076212,-0.018226,0.083998,0.035188
3.229948,-0.075805,-0.018113,0.079667,0.032255
3.234948,-0.075419,-0.017939,0.075717,0.027186
3.239948,-0.075051,-0.017848,0.072144,0.024999
3.244947,-0.074700,-0.017712,0.069016,0.019340
3.249947,-0.074363,-0.017676,0.066298,0.012396
3.254946,-0.074039,-0.017606,0.064002,0.010738
3.259946,-0.073725,-0.017719,0.062122,-0.004509
3.264946,-0.073419,-0.017746,0.060632,-0.006511
3.269945,-0.073119,-0.017734,0.059527,-0.006022
3.274945,-0.072824,-0.017777,0.058792,-0.007363
3.279945,-0.072531,-0.017902,0.058415,-0.012778
3.284944,-0.072239,-0.017987,0.058378,-0.015292
3.289944,-0.071947,-0.018115,0.058674,-0.020766
3.294944,-0.071652,-0.018241,0.059302,-0.022792
3.299943,-0.071352,-0.017886,0.060271,-0.010245
3.304943,-0.071047,-0.014450,0.061643,0.004046
3.309942,-0.070734,-0.014577,0.063439,0.008544
3.314942,-0.070410,-0.014519,0.065665,0.011746
3.319942,-0.070074,-0.014414,0.068253,0.011820
3.324941,-0.069724,-0.014339,0.071160,0.015691
3.329941,-0.069359,-0.014116,0.074377,0.009075
3.334941,-0.068977,-0.014052,0.077833,0.016616
3.339940,-0.068577,-0.013986,0.081462,0.018215
3.344940,-0.068158,-0.013872,0.085187,0.019367
3.349940,-0.067721,-0.013816,0.088959,0.016127
3.354939,-0.067265,-0.013716,0.092734,0.019239
3.359939,-0.066790,-0.013558,0.096462,0.028435
3.364938,-0.066297,-0.013374,0.100115,0.032840
3.369938,-0.065785,-0.013243,0.103664,0.034667
3.374938,-0.065257,-0.013029,0.107077,0.039464
3.379937,-0.064711,-0.012730,0.110346,0.043255
3.384937,-0.064150,-0.012463,0.113389,0.045326
3.389937,-0.063575,-0.012451,0.116207,0.044013
3.394936,-0.062986,-0.012187,0.118772,0.044560
3.399936,-0.062385,-0.011984,0.121078,0.048817
3.404936,-0.061773,-0.003214,0.123181,0.110859
3.409935,-0.061152,-0.002749,0.125070,0.114027
3.414935,-0.060521,-0.002062,0.126669,0.114994
3.419935,-0.059884,-0.001599,0.127926,0.116268
3.424934,-0.059242,-0.000897,0.128796,0.118398
3.429934,-0.058596,-0.000424,0.129224,0.117149
3.434933,-0.057950,0.000282,0.129176,0.117239
3.439933,-0.057306,0.000767,0.128611,0.116387
3.444933,-0.056666,0.001468,0.127484,0.117988
3.449932,-0.056033,0.001933,0.125740,0.116736
3.454932,-0.055412,0.002627,0.123399,0.114395
3.459932,-0.054803,0.003061,0.120498,0.108801
3.464931,-0.054211,0.003706,0.116983,0.103376
3.469931,-0.053638,0.004082,0.112871,0.098012
3.474931,-0.053087,0.004660,0.108174,0.092449
3.479930,-0.052562,0.005035,0.102863,0.085567
3.484930,-0.052065,0.005534,0.097020,0.077656
3.489929,-0.051599,0.005891,0.090774,0.074093
3.494929,-0.051165,0.006317,0.084138,0.064984
3.499929,-0.050765,0.006445,0.077162,0.057958
3.504928,-0.050401,0.029577,0.069805,0.143653
3.509928,-0.050075,0.030285,0.062203,0.134240
3.514928,-0.049787,0.031070,0.054459,0.123103
3.519927,-0.049538,0.031592,0.046490,0.115143
3.524927,-0.049330,0.032266,0.038347,0.105494
3.529927,-0.049164,0.032615,0.029903,0.100354
3.534926,-0.049040,0.033193,0.021155,0.089014
3.539926,-0.048962,0.033578,0.011972,0.073581
3.544925,-0.048931,0.033996,0.002280,0.062366
3.549925,-0.048950,0.034237,-0.007929,0.053947
3.554925,-0.049021,0.034529,-0.018627,0.037692
3.559924,-0.049148,0.034670,-0.029768,0.027423
3.564924,-0.049331,0.034804,-0.041445,0.011055
3.569924,-0.049575,0.034827,-0.053696,-0.001960
3.574923,-0.049881,0.034782,-0.066158,-0.017917
3.579923,-0.050249,0.034621,-0.078722,-0.034447
3.584923,-0.050681,0.034378,-0.091389,-0.052158
3.589922,-0.051176,0.034088,-0.104227,-0.065715
3.594922,-0.051736,0.033666,-0.117051,-0.082720
3.599921,-0.052360,0.033371,-0.129877,-0.094107
3.604921,-0.053048,0.042792,-0.142916,-0.224777
3.609921,-0.053802,0.041865,-0.156095,-0.235744
3.614920,-0.054622,0.040419,-0.169238,-0.251834
3.619920,-0.055507,0.039415,-0.182037,-0.259995
3.624920,-0.056454,0.037822,-0.194214,-0.277019
3.629919,-0.057459,0.036701,-0.205549,-0.291623
3.634919,-0.058519,0.034922,-0.215943,-0.304967
3.639919,-0.059627,0.033694,-0.225210,-0.312514
3.644918,-0.060777,0.031794,-0.233284,-0.323472
3.649918,-0.061965,0.030510,-0.240052,-0.327621
3.654917,-0.063182,0.028530,-0.245521,-0.335626
3.659917,-0.064422,0.027200,-0.249596,-0.341049
3.664917,-0.065679,0.025139,-0.252278,-0.347789
3.669916,-0.066945,0.023694,-0.253566,-0.351879
3.674916,-0.068213,0.021579,-0.253440,-0.353813
3.679916,-0.069476,0.020097,-0.251893,-0.356976
3.684915,-0.070727,0.017961,-0.248939,-0.353191
3.689915,-0.071959,0.016583,-0.244637,-0.348589
3.694915,-0.073166,0.014500,-0.239085,-0.342264
3.699914,-0.074342,0.013168,-0.232309,-0.333582
3.704914,-0.075481,0.003063,-0.224633,-0.306823
3.709913,-0.076579,0.001942,-0.216176,-0.306559
3.714913,-0.077633,0.000125,-0.207087,-0.295119
3.719913,-0.078639,-0.001212,-0.197381,-0.281719
3.724912,-0.079595,-0.002894,-0.186995,-0.274017
3.729912,-0.080497,-0.004000,-0.175833,-0.269359
3.734912,-0.081341,-0.005599,-0.163943,-0.261535
3.739911,-0.082123,-0.006629,-0.151272,-0.248210
3.744911,-0.082839,-0.008093,-0.137976,-0.233809
3.749911,-0.083488,-0.009114,-0.124021,-0.234583
3.754910,-0.084064,-0.010498,-0.109242,-0.223668
3.759910,-0.084563,-0.011429,-0.093352,-0.214722
3.764910,-0.084980,-0.012679,-0.076763,-0.198079
3.769909,-0.085313,-0.013150,-0.059601,-0.169633
3.774909,-0.085558,-0.014137,-0.041829,-0.155089
3.779908,-0.085713,-0.014222,-0.023835,-0.121042
3.784908,-0.085777,-0.014916,-0.005430,-0.100198
3.789908,-0.085749,-0.015347,0.012873,-0.091844
3.794907,-0.085630,-0.015860,0.030990,-0.071580
3.799907,-0.085420,-0.016005,0.049394,-0.054261
3.804907,-0.085120,-0.001815,0.067231,0.003386
3.809906,-0.084732,-0.001905,0.084135,0.020296
3.814906,-0.084264,-0.001755,0.099908,0.035588
3.819906,-0.083720,-0.001653,0.114648,0.050083
3.824905,-0.083104,-0.001312,0.128585,0.067212
3.829905,-0.082423,-0.001183,0.141320,0.087183
3.834904,-0.081680,-0.000631,0.153097,0.101758
3.839904,-0.080883,-0.000232,0.163658,0.112099
3.844904,-0.080035,0.000459,0.173123,0.120711
3.849903,-0.079144,0.000953,0.181524,0.127412
3.854903,-0.078214,0.001726,0.188829,0.133410
3.859903,-0.077251,0.002286,0.194899,0.139808
3.864902,-0.076262,0.003136,0.199634,0.143673
3.869902,-0.075253,0.003495,0.202982,0.137780
3.874902,-0.074232,0.004326,0.205015,0.138064
3.879901,-0.073204,0.005236,0.205708,0.151181
3.884901,-0.072177,0.006139,0.205110,0.150563
3.889900,-0.071156,0.006189,0.203282,0.132805
3.894900,-0.070149,0.006973,0.200286,0.127952
3.899900,-0.069159,0.007856,0.196239,0.132719
3.904899,-0.068192,0.009218,0.191218,0.154712
3.909899,-0.067253,0.009817,0.185378,0.148578
3.914899,-0.066346,0.010689,0.178790,0.138702
3.919898,-0.065474,0.011245,0.171378,0.130027
3.924898,-0.064641,0.012005,0.163144,0.118028
3.929898,-0.063852,0.012521,0.154244,0.107869
3.934897,-0.063109,0.013154,0.144647,0.097652
3.939897,-0.062417,0.013522,0.134248,0.091411
3.944896,-0.061778,0.014039,0.123381,0.074242
3.949896,-0.061195,0.014360,0.112023,0.071758
3.954896,-0.060670,0.014758,0.100262,0.056015
3.959895,-0.060206,0.015123,0.087995,0.053424
3.964895,-0.059803,0.015415,0.075522,0.038603
3.969895,-0.059463,0.015493,0.063077,0.021914
3.974894,-0.059184,0.015593,0.050707,0.004845
3.979894,-0.058968,0.015808,0.038434,0.000717
3.984894,-0.058812,0.015762,0.026305,-0.023388
3.989893,-0.058716,0.015733,0.014434,-0.032063
3.994893,-0.058679,0.015498,0.002796,-0.050083
3.999892,-0.058699,0.015410,-0.008603,-0.060708
4.004892,-0.058776,0.016400,-0.019919,-0.085441
4.009892,-0.058909,0.016157,-0.030903,-0.095954
4.014892,-0.059096,0.015551,-0.041489,-0.113759
4.019891,-0.059334,0.015057,-0.051591,-0.121293
4.024891,-0.059620,0.014289,-0.061066,-0.138173
4.029891,-0.059952,0.013726,-0.069569,-0.149090
4.034890,-0.060322,0.012802,-0.077109,-0.164075
4.039890,-0.060728,0.012143,-0.083573,-0.171691
4.044889,-0.061161,0.011090,-0.088616,-0.180994
4.049889,-0.061616,0.010337,-0.092073,-0.187183
4.054889,-0.062082,0.009197,-0.093706,-0.194912
4.059888,-0.062550,0.008408,-0.093391,-0.196957
4.064888,-0.063010,0.007223,-0.090950,-0.196780
4.069888,-0.063452,0.006474,-0.086271,-0.192043
4.074887,-0.063864,0.005336,-0.079369,-0.185094
4.079887,-0.064234,0.004573,-0.070205,-0.181701
4.084887,-0.064551,0.003503,-0.058598,-0.171004
4.089886,-0.064802,0.002654,-0.044383,-0.171814
4.094886,-0.064976,0.001649,-0.027916,-0.158358
4.099885,-0.065060,0.000978,-0.009195,-0.151081
4.104885,-0.065041,0.007017,0.013093,-0.039932
4.109885,-0.064898,0.006879,0.039483,-0.020980
4.114884,-0.064613,0.006824,0.069176,0.013161
4.119884,-0.064171,0.006932,0.101541,0.034268
4.124884,-0.063559,0.007211,0.136450,0.073786
4.129883,-0.062766,0.007489,0.173728,0.108130
4.134883,-0.061780,0.008233,0.213009,0.154851
4.139883,-0.060593,0.008886,0.253919,0.188453
4.144882,-0.059197,0.010106,0.296097,0.236035
4.149882,-0.057587,0.011037,0.339451,0.257514
4.154881,-0.055757,0.012668,0.384017,0.302231
4.159881,-0.053701,0.013946,0.429156,0.336099
4.164881,-0.051419,0.016061,0.474644,0.383948
4.169880,-0.048909,0.017691,0.520256,0.423206
4.174880,-0.046170,0.020337,0.566234,0.476026
4.179880,-0.043200,0.022333,0.612658,0.511443
4.184879,-0.039996,0.025492,0.659589,0.562866
4.189879,-0.036556,0.027445,0.706916,0.586795
4.194879,-0.032878,0.031072,0.754919,0.642444
4.199878,-0.028959,0.033793,0.802983,0.680169
4.204878,-0.024802,0.047622,0.850070,0.827790
4.209877,-0.020413,0.050994,0.896112,0.861194
4.214877,-0.015797,0.056253,0.941421,0.912296
4.219877,-0.010953,0.060025,0.986745,0.940995
4.224876,-0.005887,0.065776,1.030967,0.989251
4.229876,-0.000601,0.069882,1.074582,1.011663
4.234876,0.004902,0.076063,1.117911,1.064480
4.239875,0.010621,0.080368,1.160975,1.094061
4.244875,0.016555,0.087017,1.204179,1.139191
4.249875,0.022706,0.091589,1.247473,1.166475
4.254874,0.029074,0.098682,1.291113,1.214767
4.259874,0.035661,0.103472,1.334927,1.241642
4.264874,0.042467,0.111024,1.378538,1.291451
4.269873,0.049490,0.116239,1.422024,1.325254
4.274873,0.056730,0.124295,1.465496,1.376275
4.279872,0.064188,0.129809,1.508973,1.408445
4.284872,0.071864,0.138359,1.552732,1.458000
4.289872,0.079761,0.144729,1.597020,1.508626
4.294871,0.087879,0.153884,1.641290,1.558939
4.299871,0.096218,0.159817,1.685518,1.586768
4.304871,0.104774,0.175887,1.727914,1.655972
4.309870,0.113535,0.182583,1.768190,1.686318
4.314870,0.122492,0.192793,1.806673,1.733981
4.319870,0.131636,0.199551,1.843482,1.772193
4.324869,0.140961,0.210280,1.878945,1.816133
4.329869,0.150458,0.217655,1.913083,1.834205
4.334868,0.160124,0.228732,1.946506,1.869376
4.339868,0.169955,0.236227,1.979200,1.901287
4.344868,0.179947,0.247707,2.011101,1.936425
4.349867,0.190097,0.255517,2.042582,1.967740
4.354867,0.200402,0.267405,2.072862,2.004074
4.359867,0.210855,0.275511,2.102394,2.028413
4.364866,0.221453,0.287751,2.131193,2.063205
4.369866,0.232193,0.295900,2.159040,2.077900
4.374866,0.243069,0.308426,2.185812,2.107322
4.379865,0.254076,0.316644,2.211572,2.113997
4.384865,0.265208,0.329374,2.236036,2.138765
4.389864,0.276458,0.337943,2.259347,2.159268
4.394864,0.287822,0.350952,2.281480,2.183118
4.399864,0.299294,0.359891,2.302799,2.203747
4.404863,0.310868,0.375434,2.322507,2.238642
4.409863,0.322535,0.384626,2.340481,2.245668
4.414863,0.334288,0.398137,2.357183,2.261658
4.419862,0.346121,0.407112,2.372777,2.274295
4.424862,0.358029,0.420799,2.387337,2.291775
4.429862,0.370007,0.430031,2.401096,2.302235
4.434861,0.382052,0.443884,2.414160,2.322610
4.439861,0.394160,0.453176,2.426704,2.326663
4.444860,0.406330,0.467158,2.438772,2.338965
4.449860,0.418560,0.476557,2.450607,2.351106
4.454860,0.430847,0.490685,2.462184,2.362618
4.459859,0.443193,0.500012,2.473725,2.362110
4.464859,0.455596,0.514211,2.485113,2.373874
4.469859,0.468055,0.523724,2.496321,2.382958
4.474858,0.480570,0.538039,2.507344,2.393620
4.479858,0.493139,0.547738,2.518167,2.404264
4.484858,0.505762,0.562182,2.528811,2.415875
4.489857,0.518437,0.572149,2.539123,2.430334
4.494857,0.531163,0.586749,2.549235,2.439842
4.499856,0.543939,0.596727,2.559195,2.449268
4.504856,0.556765,0.603721,2.569237,2.441768
4.509856,0.569642,0.613521,2.579273,2.444357
4.514855,0.582568,0.628203,2.589432,2.453402
4.519855,0.595546,0.638063,2.599481,2.459470
4.524855,0.608573,0.652829,2.609516,2.466231
4.529854,0.621651,0.662698,2.619428,2.473805
4.534854,0.634777,0.677562,2.629077,2.484581
4.539854,0.647950,0.687506,2.638506,2.493961
4.544853,0.661171,0.702490,2.647734,2.502318
4.549853,0.674437,0.712494,2.656893,2.502825
4.554852,0.687749,0.727537,2.665997,2.514354
4.559852,0.701106,0.737595,2.675029,2.518588
4.564852,0.714508,0.752717,2.683986,2.524543
4.569851,0.727955,0.762758,2.692848,2.527781
4.574851,0.741445,0.777947,2.701763,2.538567
4.579851,0.754981,0.788096,2.710622,2.543659
4.584850,0.768560,0.803374,2.719378,2.553542
4.589850,0.782183,0.813548,2.728036,2.557165
4.594850,0.795850,0.828913,2.736752,2.564571
4.599849,0.809559,0.839174,2.745472,2.569428
4.604849,0.823314,0.877360,2.754464,2.676922
4.609848,0.837113,0.888046,2.763657,2.681783
4.614848,0.850959,0.904152,2.772860,2.688669
4.619848,0.864851,0.914927,2.781882,2.693853
4.624847,0.878787,0.931105,2.790654,2.702360
4.629847,0.892765,0.941907,2.799007,2.708326
4.634847,0.906784,0.958164,2.806832,2.713441
4.639846,0.920840,0.969016,2.814044,2.718659
4.644846,0.934930,0.985342,2.820558,2.723776
4.649846,0.949051,0.996236,2.826365,2.722801
4.654845,0.963198,1.012581,2.831466,2.726506
4.659845,0.977369,1.023436,2.835894,2.724375
4.664845,0.991560,1.039779,2.839531,2.724026
4.669844,1.005766,1.050622,2.842396,2.721267
4.674844,1.019985,1.066954,2.844522,2.723057
4.679843,1.034212,1.077883,2.845937,2.722636
4.684843,1.048444,1.094205,2.846684,2.718218
4.689843,1.062678,1.105096,2.846819,2.716553
4.694842,1.076911,1.121393,2.846415,2.715875
4.699842,1.091141,1.132325,2.845561,2.716708
4.704842,1.105365,1.124411,2.844382,2.699362
4.709841,1.119583,1.135143,2.843002,2.697335
4.714841,1.133794,1.151317,2.841525,2.693360
4.719841,1.147997,1.162086,2.840074,2.690726
4.724840,1.162193,1.178217,2.838739,2.684192
4.729840,1.176383,1.188959,2.837590,2.680684
4.734839,1.190568,1.205040,2.836743,2.677648
4.739839,1.204751,1.215745,2.836281,2.672220
4.744839,1.218932,1.231765,2.836286,2.666327
4.749838,1.233115,1.242431,2.836856,2.664789
4.754838,1.247302,1.258414,2.838071,2.662472
4.759838,1.261498,1.269054,2.839996,2.659437
4.764837,1.275706,1.285013,2.842647,2.661161
4.769837,1.289929,1.295646,2.846069,2.664128
4.774837,1.304172,1.311634,2.850234,2.664636
4.779836,1.318437,1.322309,2.855135,2.666704
4.784836,1.332729,1.338324,2.860787,2.673371
4.789835,1.347052,1.349021,2.867138,2.675398
4.794835,1.361409,1.365079,2.874239,2.678312
4.799835,1.375803,1.375828,2.882061,2.683199
4.804834,1.390239,1.408465,2.890523,2.781319
4.809834,1.404718,1.419611,2.899663,2.785751
4.814834,1.419245,1.436347,2.909275,2.795843
4.819833,1.433821,1.447534,2.919120,2.799258
4.824833,1.448447,1.464340,2.929089,2.804842
4.829833,1.463122,1.475579,2.938961,2.810233
4.834832,1.477846,1.492463,2.948747,2.821487
4.839832,1.492619,1.503754,2.958518,2.826979
4.844831,1.507441,1.520727,2.968146,2.833740
4.849831,1.522310,1.532067,2.977482,2.837555
4.854831,1.537224,1.549101,2.986529,2.839929
4.859830,1.552183,1.560473,2.995290,2.846642
4.864830,1.567185,1.577553,3.003647,2.850024
4.869830,1.582227,1.588943,3.011410,2.854260
4.874829,1.597306,1.606079,3.018592,2.858590
4.879829,1.612418,1.617503,3.025109,2.860856
4.884829,1.627562,1.634681,3.030961,2.865066
4.889828,1.642733,1.646132,3.036251,2.864290
4.894828,1.657928,1.663319,3.040985,2.863826
4.899827,1.673146,1.674783,3.045240,2.865450
4.904827,1.688384,1.700520,3.049256,2.950932
4.909827,1.703642,1.712338,3.052962,2.952187
4.914826,1.718917,1.730048,3.056237,2.948719
4.919826,1.734207,1.741820,3.059026,2.949912
4.924826,1.749509,1.759511,3.061248,2.946053
4.929825,1.764820,1.771293,3.062883,2.942979
4.934825,1.780138,1.788956,3.063944,2.942858
4.939825,1.795459,1.800726,3.064402,2.944090
4.944824,1.810781,1.818382,3.064258,2.941754
4.949824,1.826100,1.830149,3.063520,2.941711
4.954823,1.841414,1.847792,3.062211,2.937559
4.959823,1.856720,1.859540,3.060361,2.933908
4.964823,1.872015,1.877141,3.057963,2.929018
4.969822,1.887296,1.888847,3.055105,2.922712
4.974822,1.902562,1.906383,3.051849,2.920094
4.979822,1.917811,1.918048,3.048230,2.918963
4.984821,1.933040,1.935553,3.044339,2.912647
4.989821,1.948250,1.947208,3.040195,2.908181
4.994821,1.963438,1.964638,3.035859,2.897997
4.999820,1.978604,1.976236,3.031426,2.890901
5.004820,1.993747,2.013747,3.026937,2.946226
5.009820,2.008869,2.025512,3.022398,2.939068
5.014819,2.023967,2.043132,3.017850,2.929934
5.019819,2.039042,2.054847,3.013255,2.925569
5.024818,2.054095,2.072383,3.008523,2.916246
5.029818,2.069123,2.084047,3.003542,2.908980
5.034818,2.084125,2.101485,2.998275,2.899577
5.039817,2.099099,2.113075,2.992611,2.891527
5.044817,2.114044,2.130405,2.986345,2.881462
5.049817,2.128955,2.141922,2.979391,2.871848
5.054816,2.143829,2.159121,2.971543,2.856530
5.059816,2.158661,2.170542,2.962714,2.847148
5.064816,2.173445,2.187589,2.952726,2.830863
5.069815,2.188175,2.198903,2.941299,2.819078
5.074815,2.202843,2.215786,2.928316,2.802629
5.079814,2.217442,2.226982,2.913788,2.790294
5.084814,2.231963,2.243678,2.897733,2.764842
5.089814,2.246399,2.254714,2.879907,2.744815
5.094813,2.260741,2.271135,2.860410,2.720423
5.099813,2.274979,2.281997,2.838923,2.701507
5.104813,2.289106,2.329964,2.816569,2.782254
5.109812,2.303122,2.341074,2.794245,2.764685
